uf,setor_bndes,porte_do_cliente,ano,valor_contratado_reais,valor_desembolsado_reais,valor_contratado_ajustado,valor_desembolsado_ajustado,media_juros,media_prazo_carencia_meses,media_prazo_amortizacao_meses,num_empregados
GO,INDUSTRIA,GRANDE,2018,108387000.0,92453024.9,73116135.0,62367330.0,3.36,27.8,101.2,95267.0
GO,INDUSTRIA,MEDIA,2011,11042000.0,10242000.0,10779912.0,9998900.0,2.25,30.0,60.0,47768.0
GO,INFRAESTRUTURA,GRANDE,2002,618816033.6,614099905.6,1115796746.0,1107389055.0,2.23,14.2,67.9,
GO,INFRAESTRUTURA,GRANDE,2003,293769717.1,296906112.9,450316723.0,455133894.0,3.78,18.4,108.9,
GO,INFRAESTRUTURA,GRANDE,2004,70801400.0,71098178.7,100009237.0,100430176.0,4.0,21.0,125.5,
GO,INFRAESTRUTURA,GRANDE,2005,78254700.0,79362621.8,106238264.0,107742374.0,3.5,19.0,144.0,
GO,INFRAESTRUTURA,GRANDE,2006,485784560.0,483534460.2,644735079.0,641845781.0,3.68,23.8,119.9,
GO,INFRAESTRUTURA,GRANDE,2007,232612000.0,227963502.0,286776549.0,280988896.0,2.53,23.0,126.2,
GO,INFRAESTRUTURA,GRANDE,2008,1244477000.0,1180064725.3,1376958610.0,1305771384.0,2.13,22.6,176.9,
GO,INFRAESTRUTURA,GRANDE,2009,707390400.0,705595746.8,783464550.0,781466214.0,2.33,11.4,155.0,
GO,INFRAESTRUTURA,GRANDE,2010,153498206.0,141875000.0,165451879.0,153104329.0,2.58,4.0,121.2,
GO,INFRAESTRUTURA,GRANDE,2011,63660500.0,52402606.9,60748014.0,50035469.0,2.22,23.7,127.4,
GO,INFRAESTRUTURA,GRANDE,2012,147500000.0,147500000.0,134933114.0,134933114.0,2.36,6.7,184.0,
GO,INFRAESTRUTURA,GRANDE,2013,16176000.0,15940000.0,13529856.0,13332462.0,2.75,2.0,139.0,
GO,INFRAESTRUTURA,GRANDE,2014,71165500.0,67864166.6,57895628.0,55189757.0,3.83,20.0,126.9,
GO,INFRAESTRUTURA,GRANDE,2015,49478000.0,49579366.8,36836663.0,36912132.0,3.4,27.0,240.0,
GO,INFRAESTRUTURA,GRANDE,2016,133133000.0,133211768.1,91040849.0,91090227.0,2.18,16.0,198.0,
GO,INFRAESTRUTURA,GRANDE,2018,11444800.0,9906255.5,7676743.0,6644745.0,1.3,30.0,16.0,
GO,INFRAESTRUTURA,MEDIA,2002,33300364.2,34151066.0,63002660.0,64606901.0,4.0,17.0,116.0,
GO,INFRAESTRUTURA,MEDIA,2004,174798.8,195591.5,257102.0,287685.0,1.0,3.0,24.0,
GO,INFRAESTRUTURA,MEDIA,2006,7000000.0,7028437.8,9201593.0,9238975.0,2.75,30.0,78.0,
GO,INFRAESTRUTURA,MEDIA,2007,78993000.0,79085017.2,96571663.0,96684157.0,2.25,24.0,156.0,
GO,INFRAESTRUTURA,MEDIA,2008,201630000.0,201934671.1,234986777.0,235341850.0,2.44,33.0,192.0,
IE,AGROPECUARIA,GRANDE,2003,38507919.1,38654367.8,59541304.0,59767744.0,4.01,12.0,54.0,
IE,AGROPECUARIA,GRANDE,2004,12668000.0,12668000.0,18142711.0,18142711.0,3.0,18.0,102.0,
IE,AGROPECUARIA,GRANDE,2005,6018000.0,5368341.9,8088491.0,7215318.0,5.5,18.0,66.0,
IE,AGROPECUARIA,GRANDE,2007,123745016.6,122339242.3,154525652.0,152725107.0,2.82,74.4,33.6,
IE,AGROPECUARIA,GRANDE,2008,343330000.0,356680301.4,376855452.0,391499830.0,2.24,22.0,50.0,
IE,AGROPECUARIA,GRANDE,2010,312255109.0,292684901.2,322424436.0,302217155.0,2.56,93.6,19.2,
IE,AGROPECUARIA,GRANDE,2011,59086000.0,31674166.1,57683560.0,30922361.0,2.55,84.0,24.0,
IE,AGROPECUARIA,GRANDE,2012,451475000.0,364913006.9,409352580.0,329683224.0,2.45,51.5,48.5,
IE,AGROPECUARIA,GRANDE,2013,876635000.0,696242451.8,755438075.0,598674369.0,2.27,63.9,35.2,
IE,AGROPECUARIA,GRANDE,2014,31340000.0,31340000.0,25586676.0,25586676.0,4.75,24.0,96.0,
IE,AGROPECUARIA,GRANDE,2015,228075000.0,141522337.3,171284286.0,106309269.0,1.96,82.3,25.7,
IE,AGROPECUARIA,GRANDE,2016,34011000.0,29040000.0,23831267.0,20348122.0,8.75,18.0,84.0,
IE,AGROPECUARIA,GRANDE,2017,63837847.0,63454635.6,44492840.0,44224792.0,6.33,25.7,60.0,
IE,AGROPECUARIA,GRANDE,2018,61021000.0,59570924.0,39023890.0,38082043.0,7.38,19.5,106.5,
IE,AGROPECUARIA,GRANDE,2019,45371850.0,36734844.6,28878213.0,23380944.0,7.0,24.0,96.0,
IE,AGROPECUARIA,GRANDE,2020,17954000.0,5224000.0,9309434.0,2708727.0,2.17,18.0,66.0,
IE,AGROPECUARIA,MICRO,2002,42055526.0,39194783.1,83039089.0,77390521.0,3.5,10.0,60.0,
IE,AGROPECUARIA,MICRO,2003,16866646.6,16939210.8,25952114.0,26063766.0,3.5,6.0,56.0,
IE,INDUSTRIA,GRANDE,2002,126148966.3,143934977.1,249204303.0,284324500.0,2.83,14.0,56.0,
IE,INDUSTRIA,GRANDE,2003,55625895.4,56861676.7,86009280.0,87920056.0,4.96,24.0,54.0,
IE,INDUSTRIA,GRANDE,2004,196811083.2,200524257.3,285373488.0,290917593.0,4.02,17.4,62.7,
IE,INDUSTRIA,GRANDE,2005,1024659148.7,1030376549.0,1378067614.0,1385755422.0,3.42,29.0,53.0,
IE,INDUSTRIA,GRANDE,2006,2039055356.9,1988498671.1,2686851089.0,2620369039.0,2.38,25.8,58.8,
IE,INDUSTRIA,GRANDE,2007,1024342509.7,1024550668.8,1272460590.0,1272495875.0,2.59,14.5,66.6,
IE,INDUSTRIA,GRANDE,2008,3688999753.2,3137269854.3,4087672411.0,3478673203.0,2.55,18.5,64.6,
IE,INDUSTRIA,GRANDE,2009,12220596222.0,12007031509.0,13588423108.0,13350995342.0,2.96,30.9,56.2,
IE,INDUSTRIA,GRANDE,2010,3140985740.2,2841276226.8,3343953599.0,3028235288.0,3.09,26.7,67.8,
IE,INDUSTRIA,GRANDE,2011,2978439521.2,2867615838.3,2867036645.0,2759856030.0,2.83,19.8,57.1,
IE,INDUSTRIA,GRANDE,2012,2506866905.1,1978318512.0,2251251958.0,1778939393.0,2.45,20.0,57.6,
IE,INDUSTRIA,GRANDE,2013,4091665797.9,3709895146.2,3480283011.0,3151511844.0,2.43,22.5,61.5,
IE,INDUSTRIA,GRANDE,2014,1975095573.1,1794744722.2,1612139866.0,1464567409.0,3.19,19.5,61.5,
IE,INDUSTRIA,GRANDE,2015,1741826868.4,1487971200.0,1340805914.0,1146542296.0,3.02,16.3,59.2,
IE,INDUSTRIA,GRANDE,2016,354757000.0,257322369.2,248398987.0,179842700.0,2.2,18.3,60.3,
IE,INDUSTRIA,GRANDE,2017,761664235.0,516942577.3,525519836.0,356771659.0,3.85,27.4,58.5,
IE,INDUSTRIA,GRANDE,2018,830204460.0,756693570.0,528989304.0,481488713.0,3.23,18.8,83.1,
IE,INDUSTRIA,GRANDE,2019,801183000.0,491242000.0,488886713.0,300532600.0,1.7,48.0,87.0,
IE,INDUSTRIA,MEDIA,2010,4700000.0,2898290.0,4992898.0,3078908.0,4.5,18.0,78.0,
IE,INDUSTRIA,MEDIA,2013,6567000.0,6567034.0,5492740.0,5492769.0,2.1,24.0,72.0,
IE,INDUSTRIA,MEDIA,2020,13596000.0,8438000.0,7846276.0,4869585.0,3.74,24.0,120.0,
IE,INFRAESTRUTURA,GRANDE,2002,9465400.0,7646524.8,19508248.0,15759536.0,4.0,12.0,60.0,
IE,INFRAESTRUTURA,GRANDE,2003,100005000.0,104136343.3,153874165.0,160230917.0,1.5,60.0,132.0,
IE,INFRAESTRUTURA,GRANDE,2005,180359500.0,184055325.0,242425106.0,247392751.0,2.75,18.0,82.5,
IE,INFRAESTRUTURA,GRANDE,2006,2694588929.0,2686045134.1,3496361283.0,3485323809.0,3.48,7.8,123.3,
IE,INFRAESTRUTURA,GRANDE,2007,4565565670.6,4502938798.7,5732765915.0,5653767022.0,2.92,20.3,113.4,
IE,INFRAESTRUTURA,GRANDE,2008,2315839467.0,2318477111.6,2644776381.0,2647824210.0,4.02,21.3,121.4,
IE,INFRAESTRUTURA,GRANDE,2009,11152480691.8,11122878425.5,12394117023.0,12361234953.0,2.71,39.1,106.6,
IE,INFRAESTRUTURA,GRANDE,2010,2082240989.0,2056387246.8,2164950955.0,2137771276.0,3.0,15.3,77.9,
IE,INFRAESTRUTURA,GRANDE,2011,7660766000.0,6522714954.1,7310603536.0,6224808300.0,2.46,37.2,70.4,
IE,INFRAESTRUTURA,GRANDE,2012,13596951021.8,12454462417.1,12087475058.0,11075750706.0,1.95,23.2,124.2,
IE,INFRAESTRUTURA,GRANDE,2013,10155690009.5,7671559752.2,8540240890.0,6461778791.0,1.88,20.2,89.5,
IE,INFRAESTRUTURA,GRANDE,2014,1787050000.0,1575578315.5,1459419707.0,1288090846.0,2.43,15.5,97.7,
IE,INFRAESTRUTURA,GRANDE,2015,741017243.1,738530274.4,554219221.0,552427444.0,3.12,8.9,128.5,
IE,INFRAESTRUTURA,GRANDE,2016,2971621416.0,2763230438.1,2071198988.0,1929279584.0,3.08,22.8,116.2,
IE,INFRAESTRUTURA,GRANDE,2017,3398913852.0,3245110845.4,2310010986.0,2203992463.0,2.99,15.3,124.4,
IE,INFRAESTRUTURA,GRANDE,2018,8963583962.0,7946033999.4,5732110260.0,5084112689.0,2.57,27.9,174.7,
IE,INFRAESTRUTURA,GRANDE,2019,1361280000.0,1140707940.0,822428893.0,691125001.0,2.04,32.8,252.8,
IE,INFRAESTRUTURA,GRANDE,2020,1436940000.0,916000000.0,820487954.0,524521610.0,2.34,14.0,266.9,
IE,INFRAESTRUTURA,MEDIA,2008,247393600.0,247631821.9,279127235.0,279397069.0,2.42,16.8,162.2,
IE,INFRAESTRUTURA,MEDIA,2016,20000000.0,20239975.3,13781293.0,13946652.0,3.48,24.0,60.0,
IE,INFRAESTRUTURA,MEDIA,2018,687664000.0,688619911.0,463887122.0,464531963.0,2.18,7.5,168.0,
IE,INFRAESTRUTURA,MEDIA,2019,52500000.0,52500000.0,32711462.0,32711462.0,3.16,24.0,60.0,
MA,INDUSTRIA,GRANDE,2003,37527057.8,36898811.1,58024688.0,57053286.0,3.55,6.0,72.0,5203.0
MA,INDUSTRIA,GRANDE,2008,612232389.2,615687599.5,723771369.0,727856063.0,2.02,21.0,63.0,10602.0
MA,INDUSTRIA,GRANDE,2009,440000000.0,311450703.2,487664231.0,345441262.0,2.55,14.2,66.0,7904.0
MA,INDUSTRIA,GRANDE,2010,1908106500.4,1675712541.6,1913352710.0,1680171820.0,3.13,33.6,88.8,11178.0
MA,INDUSTRIA,GRANDE,2011,171584219.0,168813331.6,166923115.0,164241612.0,2.95,25.3,62.7,12243.0
MA,INDUSTRIA,GRANDE,2012,530628492.1,653066463.3,489293447.0,602193712.0,5.0,24.0,96.0,9997.0
MA,INFRAESTRUTURA,GRANDE,2002,21843917.6,21843917.6,37675571.0,37675571.0,1.0,0.0,39.0,
MA,INFRAESTRUTURA,GRANDE,2003,6754045.2,7330548.7,10328754.0,11210383.0,1.0,8.0,24.0,
MA,INFRAESTRUTURA,GRANDE,2007,28481200.0,28494550.5,36448544.0,36465630.0,4.8,13.0,44.0,
MA,INFRAESTRUTURA,GRANDE,2008,117430610.7,117556005.0,138131276.0,138278751.0,2.56,16.5,55.5,
MA,INFRAESTRUTURA,GRANDE,2009,985361081.0,978625894.4,1096934925.0,1089437104.0,3.61,12.4,109.2,
MA,INFRAESTRUTURA,GRANDE,2010,126002720.0,124767720.0,127101788.0,125827516.0,2.8,17.0,92.0,
MA,INFRAESTRUTURA,GRANDE,2011,593023431.6,575237271.5,564048432.0,547144694.0,3.07,6.7,43.3,
MA,INFRAESTRUTURA,GRANDE,2012,1444913630.0,1226784853.6,1275453853.0,1082953664.0,2.21,16.9,111.7,
MA,INFRAESTRUTURA,GRANDE,2013,589229000.0,589336687.0,494959170.0,495049379.0,2.35,14.9,98.6,
MA,INFRAESTRUTURA,GRANDE,2014,3798870417.0,3316030519.7,3076572258.0,2685604128.0,2.98,34.8,80.7,
MA,INFRAESTRUTURA,GRANDE,2015,256600000.0,225290533.4,191040217.0,167730135.0,5.9,14.0,129.0,
MA,INFRAESTRUTURA,GRANDE,2017,952739999.7,946805515.7,643983347.0,639972068.0,2.23,11.5,191.5,
MA,INFRAESTRUTURA,GRANDE,2018,1219310000.0,643000000.0,776116330.0,409282955.0,1.91,23.0,113.0,
MA,INFRAESTRUTURA,MEDIA,2013,78800000.0,75992917.8,65909539.0,63561654.0,1.96,12.0,96.0,
MA,INFRAESTRUTURA,MEDIA,2015,20000000.0,18234832.4,14595426.0,13307256.0,1.36,1.8,72.6,
MG,AGROPECUARIA,GRANDE,2008,29072000.0,27404571.7,33345434.0,31432902.0,2.07,84.0,24.0,7506.0
MG,AGROPECUARIA,GRANDE,2010,89075229.8,70135516.8,89691698.0,70620908.0,1.8,84.0,24.0,10316.0
MG,AGROPECUARIA,GRANDE,2012,25056000.0,25056000.0,22262535.0,22262535.0,3.0,18.0,54.0,10007.0
MG,AGROPECUARIA,GRANDE,2013,204661008.5,192352168.3,177760206.0,167086750.0,2.19,54.0,41.2,19333.0
MG,AGROPECUARIA,GRANDE,2014,46074000.0,51524923.1,37870923.0,42351357.0,4.07,32.0,64.0,17007.0
MG,AGROPECUARIA,GRANDE,2015,20431000.0,13940963.4,15959024.0,10867600.0,2.75,82.5,24.0,20219.0
MG,AGROPECUARIA,GRANDE,2016,19478000.0,11799167.3,13334757.0,8077781.0,2.62,84.0,24.0,17370.0
MG,AGROPECUARIA,GRANDE,2017,21532400.0,21645365.5,14953619.0,15032071.0,4.0,18.0,70.0,13810.0
MG,AGROPECUARIA,GRANDE,2019,12742000.0,12742000.0,8038892.0,8038892.0,2.28,18.0,66.0,10828.0
MG,AGROPECUARIA,MEDIA,2020,41553512.4,41553512.4,20017575.0,20017575.0,3.25,36.0,156.0,
MG,INDUSTRIA,GRANDE,2002,276646777.9,307729787.9,555152104.0,617200635.0,4.64,17.1,51.6,134308.0
MG,INDUSTRIA,GRANDE,2003,118660759.2,119490271.8,186215519.0,187540148.0,4.38,13.0,78.0,136614.0
MG,INDUSTRIA,GRANDE,2004,216968106.0,172597606.4,300119157.0,238567010.0,3.92,13.8,51.7,180101.0
MG,INDUSTRIA,GRANDE,2005,339955087.1,341477165.5,457673014.0,459720292.0,4.36,19.1,37.3,193889.0
MG,INDUSTRIA,GRANDE,2006,909851316.3,903296379.4,1194525894.0,1185826083.0,2.41,19.6,60.9,214258.0
MG,INDUSTRIA,GRANDE,2007,2144960751.8,2073543172.3,2716080942.0,2624493440.0,2.89,23.4,67.5,248177.0
MG,INDUSTRIA,GRANDE,2008,1259410504.5,1275568930.8,1421754014.0,1439485174.0,3.27,21.6,72.4,255882.0
MG,INDUSTRIA,GRANDE,2009,1883702851.3,1643334833.8,2091030913.0,1823661206.0,3.58,22.3,64.8,260208.0
MG,INDUSTRIA,GRANDE,2010,1292345441.9,1259134962.2,1354658211.0,1320342639.0,3.6,19.6,65.9,290782.0
MG,INDUSTRIA,GRANDE,2011,1948111546.8,1728357912.8,1885816759.0,1676720450.0,3.05,22.9,69.8,309212.0
MG,INDUSTRIA,GRANDE,2012,4443212445.5,4374086406.0,3948015963.0,3885102423.0,2.75,19.1,69.8,321743.0
MG,INDUSTRIA,GRANDE,2013,933119836.1,644480251.1,795283455.0,551681993.0,2.41,23.2,57.7,323691.0
MG,INDUSTRIA,GRANDE,2014,1512463514.4,1228348760.9,1228444637.0,996508910.0,3.27,19.4,64.9,312289.0
MG,INDUSTRIA,GRANDE,2015,135609600.0,107978112.3,103191054.0,82354966.0,3.9,19.1,49.1,282860.0
MG,INDUSTRIA,GRANDE,2016,1356925165.0,961812833.5,964474278.0,683015976.0,2.56,27.7,55.5,267225.0
MG,INDUSTRIA,GRANDE,2017,451470000.0,369030417.1,314068582.0,256761267.0,2.78,28.8,58.9,272288.0
MG,INDUSTRIA,GRANDE,2018,209691355.4,206127402.7,133932755.0,131664224.0,2.28,8.6,97.2,272936.0
MG,INDUSTRIA,GRANDE,2019,447710474.0,331072874.7,269682521.0,199702079.0,2.65,24.0,96.0,278360.0
MG,INDUSTRIA,GRANDE,2020,580335537.8,272242124.8,326954140.0,154118578.0,2.48,20.3,83.6,
MG,INDUSTRIA,MEDIA,2006,1000000.0,1005471.6,1331747.0,1339034.0,9.0,12.0,12.0,190007.0
MG,INDUSTRIA,MEDIA,2009,3015000.0,3015965.6,3334285.0,3335353.0,1.15,24.0,60.0,192351.0
MG,INDUSTRIA,MEDIA,2010,14474400.0,14010068.9,14732674.0,14268343.0,2.17,18.0,56.0,208767.0
MG,INDUSTRIA,MEDIA,2012,9349000.0,8304800.0,8250559.0,7329045.0,3.47,18.0,50.0,214220.0
MG,INDUSTRIA,MEDIA,2013,7800000.0,6744000.0,6524041.0,5640786.0,1.75,27.0,48.0,222499.0
MG,INDUSTRIA,MEDIA,2014,4000000.0,4000000.0,3237131.0,3237131.0,4.0,30.0,36.0,220702.0
MG,INDUSTRIA,MEDIA,2016,5886000.0,5400000.0,4042806.0,3708996.0,2.0,24.0,60.0,188878.0
MG,INDUSTRIA,MEDIA,2017,10000000.0,10036741.8,6905684.0,6931057.0,4.32,18.0,18.0,194359.0
MG,INDUSTRIA,MEDIA,2018,65497000.0,65554224.2,42508604.0,42545585.0,3.45,26.4,74.4,201979.0
MG,INDUSTRIA,MEDIA,2020,10000000.0,10000000.0,5771018.0,5771018.0,3.78,12.0,48.0,
MG,INDUSTRIA,MICRO,2006,390000.0,392476.4,514142.0,517406.0,1.0,24.0,96.0,159955.0
MG,INDUSTRIA,MICRO,2013,31000000.0,31000000.0,26383910.0,26383910.0,3.5,22.5,96.0,185177.0
MG,INDUSTRIA,PEQUENA,2014,310000.0,310000.0,251624.0,251624.0,4.0,36.0,60.0,226138.0
MG,INFRAESTRUTURA,GRANDE,2002,265303909.8,274968576.7,528177749.0,547304820.0,4.14,22.4,96.6,
MG,INFRAESTRUTURA,GRANDE,2003,611710098.4,613037284.3,964689561.0,966734402.0,3.43,4.4,106.1,
MG,INFRAESTRUTURA,GRANDE,2004,520566138.4,521513973.5,756356445.0,757459306.0,3.6,28.6,109.5,
MG,INFRAESTRUTURA,GRANDE,2005,55509800.0,57156791.5,74995695.0,77220874.0,2.88,36.0,72.0,
MG,INFRAESTRUTURA,GRANDE,2006,325013170.4,315113925.1,432743431.0,419583181.0,4.32,17.1,93.5,
MG,INFRAESTRUTURA,GRANDE,2007,687016274.5,678534154.3,833855162.0,823657858.0,2.35,28.2,93.5,
MG,INFRAESTRUTURA,GRANDE,2008,1676297683.5,1654782700.1,1890270132.0,1865475124.0,2.01,26.7,160.2,
MG,INFRAESTRUTURA,GRANDE,2009,1130391082.5,1126549603.2,1254064424.0,1249796438.0,2.76,19.0,91.3,
MG,INFRAESTRUTURA,GRANDE,2010,573717002.4,563318391.6,611759760.0,600663994.0,2.8,15.5,94.0,
MG,INFRAESTRUTURA,GRANDE,2011,885130188.9,882204244.5,856104375.0,853324015.0,2.72,20.4,135.9,
MG,INFRAESTRUTURA,GRANDE,2012,380548160.0,368233192.3,342358284.0,331416134.0,1.99,11.9,131.7,
MG,INFRAESTRUTURA,GRANDE,2013,135186354.9,118414204.1,116332556.0,101999222.0,2.51,16.1,94.8,
MG,INFRAESTRUTURA,GRANDE,2014,1427609000.0,1233966244.9,1173480786.0,1014840029.0,1.76,12.4,119.4,
MG,INFRAESTRUTURA,GRANDE,2015,1156375605.1,1105784679.7,847441481.0,810447829.0,3.0,23.6,150.1,
MG,INFRAESTRUTURA,GRANDE,2016,55276382.0,55466290.7,39377408.0,39512694.0,2.48,21.6,88.8,
MG,INFRAESTRUTURA,GRANDE,2017,612544962.9,601582644.2,427029179.0,419616647.0,3.28,7.3,176.4,
MG,INFRAESTRUTURA,GRANDE,2018,1676150149.1,1543694149.4,1084129963.0,997334436.0,2.29,6.6,198.7,
MG,INFRAESTRUTURA,GRANDE,2019,2289927000.0,1224077252.6,1365906400.0,733506829.0,2.77,25.8,226.4,
MG,INFRAESTRUTURA,GRANDE,2020,22645000.0,4260000.0,13210209.0,2485118.0,2.71,12.0,78.0,
MG,INFRAESTRUTURA,MEDIA,2002,212738000.0,228390999.8,428257815.0,459768498.0,5.0,15.0,144.0,
MG,INFRAESTRUTURA,MEDIA,2005,1425900.0,1450364.1,1924171.0,1957184.0,2.25,30.0,60.0,
MG,INFRAESTRUTURA,MEDIA,2006,43642734.0,43343742.0,56817127.0,56427903.0,4.57,3.1,129.1,
MG,INFRAESTRUTURA,MEDIA,2009,65929000.0,65929000.0,73354520.0,73354520.0,1.72,9.0,156.0,
MG,INFRAESTRUTURA,MEDIA,2011,12814902.2,8095796.6,12239617.0,7732361.0,1.92,24.0,96.0,
MG,INFRAESTRUTURA,MEDIA,2014,30665000.0,30665000.0,24890504.0,24890504.0,2.4,16.0,1.0,
MG,INFRAESTRUTURA,MEDIA,2015,15996000.0,16014662.9,12249150.0,12263442.0,2.02,24.0,240.0,
MG,INFRAESTRUTURA,MEDIA,2017,12000000.0,12006382.8,8346636.0,8351075.0,3.45,12.0,48.0,
MG,INFRAESTRUTURA,MEDIA,2019,46907000.0,46907000.0,28491783.0,28491783.0,3.43,24.0,192.0,
MG,INFRAESTRUTURA,MEDIA,2020,5790000.0,4632000.0,3341419.0,2673136.0,2.39,12.0,72.0,
MG,INFRAESTRUTURA,MICRO,2007,1071125.0,1072498.7,1370762.0,1372520.0,1.0,12.0,84.0,
MG,INFRAESTRUTURA,PEQUENA,2005,537798.1,542779.9,725728.0,732450.0,2.25,12.0,60.0,
MS,AGROPECUARIA,GRANDE,2006,17245094.7,17276182.5,23019822.0,23061318.0,2.3,18.0,60.0,5087.0
MS,AGROPECUARIA,GRANDE,2008,2869000.0,2913200.4,3391686.0,3443939.0,1.66,9.0,75.0,5419.0
MS,AGROPECUARIA,GRANDE,2011,52853000.0,51767726.3,50748459.0,49706400.0,3.21,84.0,24.0,7657.0
MS,AGROPECUARIA,GRANDE,2012,25000000.0,25000000.0,22207433.0,22207433.0,2.8,18.0,54.0,5979.0
MS,AGROPECUARIA,GRANDE,2014,25377324.0,25377838.8,20471459.0,20471874.0,2.7,18.0,54.0,8002.0
MS,AGROPECUARIA,GRANDE,2015,10000000.0,10000000.0,7906454.0,7906454.0,2.7,18.0,54.0,7170.0
MS,AGROPECUARIA,GRANDE,2016,366180000.0,186044399.9,256660260.0,130440845.0,3.38,67.5,31.5,7676.0
MS,AGROPECUARIA,GRANDE,2017,70604971.0,70618295.3,49033078.0,49042331.0,6.1,20.0,60.0,5167.0
MS,AGROPECUARIA,MEDIA,2002,2044862.9,2100400.4,3399468.0,3491796.0,2.75,36.0,84.0,4139.0
MS,AGROPECUARIA,MEDIA,2020,2877600.0,2877600.0,1678680.0,1678680.0,3.68,24.0,96.0,
MS,AGROPECUARIA,MICRO,2014,4184000.0,4184000.0,3415911.0,3415911.0,3.62,18.0,78.0,47123.0
MS,INDUSTRIA,GRANDE,2002,11787565.4,9431900.1,21740350.0,18018145.0,3.83,13.0,58.0,13063.0
MS,INDUSTRIA,GRANDE,2006,9943002.5,10030340.9,13179823.0,13295594.0,2.63,18.0,54.0,15475.0
MS,INDUSTRIA,GRANDE,2007,437177183.4,443969023.5,525993848.0,534141777.0,2.48,18.8,76.8,23974.0
MS,INDUSTRIA,GRANDE,2008,837285775.0,834321772.6,925831013.0,922702339.0,3.29,23.8,93.0,25172.0
MS,INDUSTRIA,GRANDE,2009,1714434325.0,1667005475.9,1892665326.0,1839986108.0,3.81,28.8,87.0,32718.0
MS,INDUSTRIA,GRANDE,2010,111164981.1,110828087.6,115263571.0,114915964.0,4.26,19.2,106.5,34435.0
