setor,uf,ano,emissao_co2
AGROPECUARIA,AM,2003,76809098.8
AGROPECUARIA,AM,2004,57419734.9
AGROPECUARIA,AM,2005,67471633.7
AGROPECUARIA,AM,2006,77202889.1
AGROPECUARIA,AM,2007,49490669.3
AGROPECUARIA,AM,2008,41810259.8
AGROPECUARIA,AM,2009,41900315.4
AGROPECUARIA,AM,2010,51151876.9
AGROPECUARIA,AM,2011,43420337.9
AGROPECUARIA,AM,2012,37755759.1
AGROPECUARIA,AM,2013,43297449.5
AGROPECUARIA,AM,2014,48963072.1
AGROPECUARIA,AM,2015,65744483.9
AGROPECUARIA,AM,2016,113679365.6
AGROPECUARIA,AM,2017,77495618.0
AGROPECUARIA,AM,2018,76372937.2
AGROPECUARIA,AP,2000,5628628.3
AGROPECUARIA,AP,2001,3841666.8
AGROPECUARIA,AP,2002,4616572.3
AGROPECUARIA,AP,2003,4334193.4
AGROPECUARIA,AP,2004,3893976.4
AGROPECUARIA,AP,2005,3456475.3
AGROPECUARIA,AP,2006,3628740.5
AGROPECUARIA,AP,2007,2591129.9
AGROPECUARIA,AP,2008,2734388.4
AGROPECUARIA,AP,2009,3280041.9
AGROPECUARIA,AP,2010,2904344.1
AGROPECUARIA,AP,2011,2448724.0
AGROPECUARIA,AP,2012,4769768.9
AGROPECUARIA,AP,2013,5342063.2
AGROPECUARIA,AP,2014,5129041.5
AGROPECUARIA,AP,2015,3576200.5
AGROPECUARIA,AP,2016,6927569.9
AGROPECUARIA,AP,2017,6423091.3
AGROPECUARIA,AP,2018,7174892.0
AGROPECUARIA,BA,2000,61783102.8
AGROPECUARIA,BA,2001,58826931.3
AGROPECUARIA,BA,2002,56655808.5
AGROPECUARIA,BA,2003,59066829.1
AGROPECUARIA,BA,2004,65089079.9
AGROPECUARIA,BA,2005,54872313.5
AGROPECUARIA,BA,2006,53367385.8
AGROPECUARIA,BA,2007,51406896.8
AGROPECUARIA,BA,2008,57938785.6
AGROPECUARIA,BA,2009,55908406.4
AGROPECUARIA,BA,2010,48763888.9
AGROPECUARIA,BA,2011,54553234.5
AGROPECUARIA,BA,2012,56516396.1
AGROPECUARIA,BA,2013,56566936.3
AGROPECUARIA,BA,2014,51522420.8
AGROPECUARIA,BA,2015,44145016.1
AGROPECUARIA,BA,2016,44926018.8
AGROPECUARIA,BA,2017,44479065.3
AGROPECUARIA,BA,2018,40888848.5
AGROPECUARIA,CE,2000,16148806.6
AGROPECUARIA,CE,2001,14840204.8
AGROPECUARIA,CE,2002,30778625.9
AGROPECUARIA,CE,2003,14936592.8
AGROPECUARIA,CE,2004,15502340.0
AGROPECUARIA,CE,2005,15173465.4
AGROPECUARIA,CE,2006,12773833.0
AGROPECUARIA,CE,2007,11755927.6
AGROPECUARIA,CE,2008,12163221.9
AGROPECUARIA,CE,2009,10632855.9
AGROPECUARIA,CE,2010,10698621.0
AGROPECUARIA,CE,2011,13762473.5
AGROPECUARIA,CE,2012,15319020.6
AGROPECUARIA,CE,2013,12157632.2
AGROPECUARIA,CE,2014,11882708.2
AGROPECUARIA,CE,2015,10372708.2
AGROPECUARIA,CE,2016,8271869.7
AGROPECUARIA,CE,2017,9055321.4
AGROPECUARIA,CE,2018,7826624.5
AGROPECUARIA,DF,2000,916700.0
AGROPECUARIA,DF,2001,732239.6
AGROPECUARIA,DF,2002,685717.5
AGROPECUARIA,DF,2003,650915.8
AGROPECUARIA,DF,2004,691819.5
AGROPECUARIA,DF,2005,634474.4
AGROPECUARIA,DF,2006,557463.3
AGROPECUARIA,DF,2007,584500.1
AGROPECUARIA,DF,2008,492749.4
AGROPECUARIA,DF,2009,515782.9
AGROPECUARIA,DF,2010,583148.4
AGROPECUARIA,DF,2011,628838.0
AGROPECUARIA,DF,2012,538938.4
AGROPECUARIA,DF,2013,656415.6
AGROPECUARIA,DF,2014,735214.3
AGROPECUARIA,DF,2015,582393.9
AGROPECUARIA,DF,2016,604219.6
AGROPECUARIA,DF,2017,597290.8
AGROPECUARIA,DF,2018,551961.2
AGROPECUARIA,ES,2000,9491896.7
AGROPECUARIA,ES,2001,6989249.4
AGROPECUARIA,ES,2002,7115876.8
AGROPECUARIA,ES,2003,8695020.2
AGROPECUARIA,ES,2004,6996357.5
AGROPECUARIA,ES,2005,6446849.3
AGROPECUARIA,ES,2006,6991230.5
AGROPECUARIA,ES,2007,7458045.5
AGROPECUARIA,ES,2008,8262433.1
AGROPECUARIA,ES,2009,7175576.3
AGROPECUARIA,ES,2010,7587269.5
AGROPECUARIA,ES,2011,7781807.5
AGROPECUARIA,ES,2012,8668363.8
AGROPECUARIA,ES,2013,9036138.2
AGROPECUARIA,ES,2014,8594940.3
AGROPECUARIA,ES,2015,8705798.4
AGROPECUARIA,ES,2016,9643864.5
AGROPECUARIA,ES,2017,9233897.2
AGROPECUARIA,ES,2018,6976207.1
AGROPECUARIA,GO,2000,79775781.8
AGROPECUARIA,GO,2001,74714088.3
AGROPECUARIA,GO,2002,76684028.1
AGROPECUARIA,GO,2003,83391711.1
AGROPECUARIA,GO,2004,78688163.8
AGROPECUARIA,GO,2005,72346423.5
AGROPECUARIA,GO,2006,65775300.4
AGROPECUARIA,GO,2007,63339654.5
AGROPECUARIA,GO,2008,64675018.4
AGROPECUARIA,GO,2009,64311200.2
AGROPECUARIA,GO,2010,67392756.7
AGROPECUARIA,GO,2011,67142968.3
AGROPECUARIA,GO,2012,69421573.1
AGROPECUARIA,GO,2013,70150781.1
AGROPECUARIA,GO,2014,71975660.9
AGROPECUARIA,GO,2015,68226759.5
AGROPECUARIA,GO,2016,69538512.1
AGROPECUARIA,GO,2017,71502207.6
AGROPECUARIA,GO,2018,68273750.8
AGROPECUARIA,MA,2000,139796273.6
AGROPECUARIA,MA,2001,94672335.5
AGROPECUARIA,MA,2002,81163131.6
AGROPECUARIA,MA,2003,116334772.8
AGROPECUARIA,MA,2004,95586123.6
AGROPECUARIA,MA,2005,84266233.6
AGROPECUARIA,MA,2006,83652179.3
AGROPECUARIA,MA,2007,87753063.0
AGROPECUARIA,MA,2008,80869683.9
AGROPECUARIA,MA,2009,68308812.3
AGROPECUARIA,MA,2010,60801337.5
AGROPECUARIA,MA,2011,60271418.5
AGROPECUARIA,MA,2012,74268769.7
AGROPECUARIA,MA,2013,77523378.3
AGROPECUARIA,MA,2014,72508646.3
AGROPECUARIA,MA,2015,68110909.6
AGROPECUARIA,MA,2016,76202853.9
AGROPECUARIA,MA,2017,71225889.6
AGROPECUARIA,MA,2018,68167325.3
AGROPECUARIA,MG,2000,104280019.0
AGROPECUARIA,MG,2001,87715495.2
AGROPECUARIA,MG,2002,94638475.8
AGROPECUARIA,MG,2003,98155972.0
AGROPECUARIA,MG,2004,98036402.4
AGROPECUARIA,MG,2005,93492490.2
AGROPECUARIA,MG,2006,91535189.7
AGROPECUARIA,MG,2007,87208986.5
AGROPECUARIA,MG,2008,88612578.9
AGROPECUARIA,MG,2009,84872102.7
AGROPECUARIA,MG,2010,84598822.9
AGROPECUARIA,MG,2011,87213091.6
AGROPECUARIA,MG,2012,91583113.4
AGROPECUARIA,MG,2013,96414935.3
AGROPECUARIA,MG,2014,91763676.4
AGROPECUARIA,MG,2015,87914822.8
AGROPECUARIA,MG,2016,87574087.1
AGROPECUARIA,MG,2017,85086691.2
AGROPECUARIA,MG,2018,78307634.0
AGROPECUARIA,MS,2000,95631424.6
AGROPECUARIA,MS,2001,91712604.5
AGROPECUARIA,MS,2002,97716555.5
AGROPECUARIA,MS,2003,106465616.9
AGROPECUARIA,MS,2004,91443393.3
AGROPECUARIA,MS,2005,83536223.2
AGROPECUARIA,MS,2006,79346383.8
AGROPECUARIA,MS,2007,67921289.0
AGROPECUARIA,MS,2008,68335809.1
AGROPECUARIA,MS,2009,64086011.4
AGROPECUARIA,MS,2010,66745974.9
AGROPECUARIA,MS,2011,62856434.0
AGROPECUARIA,MS,2012,64102885.1
AGROPECUARIA,MS,2013,64036055.0
AGROPECUARIA,MS,2014,64093984.3
AGROPECUARIA,MS,2015,64047789.8
AGROPECUARIA,MS,2016,67241189.3
AGROPECUARIA,MS,2017,65602132.8
AGROPECUARIA,MS,2018,67928995.9
AGROPECUARIA,MT,2000,351957309.6
AGROPECUARIA,MT,2001,431707698.6
AGROPECUARIA,MT,2002,534916760.9
AGROPECUARIA,MT,2003,710228678.2
AGROPECUARIA,MT,2004,701677378.8
AGROPECUARIA,MT,2005,572778367.7
AGROPECUARIA,MT,2006,343121612.7
AGROPECUARIA,MT,2007,257598778.4
AGROPECUARIA,MT,2008,238227405.5
AGROPECUARIA,MT,2009,177373203.3
AGROPECUARIA,MT,2010,147242831.8
AGROPECUARIA,MT,2011,174294405.2
AGROPECUARIA,MT,2012,166084369.8
AGROPECUARIA,MT,2013,192535569.3
AGROPECUARIA,MT,2014,189126335.7
AGROPECUARIA,MT,2015,210014956.0
AGROPECUARIA,MT,2016,188347085.7
AGROPECUARIA,MT,2017,205341686.5
AGROPECUARIA,MT,2018,205735020.0
AGROPECUARIA,PA,2000,382605109.1
AGROPECUARIA,PA,2001,383308525.4
AGROPECUARIA,PA,2002,554088812.9
AGROPECUARIA,PA,2003,606471327.9
AGROPECUARIA,PA,2004,561539484.7
AGROPECUARIA,PA,2005,530894748.2
AGROPECUARIA,PA,2006,502590960.8
AGROPECUARIA,PA,2007,396680884.2
AGROPECUARIA,PA,2008,384527097.4
AGROPECUARIA,PA,2009,277278066.8
AGROPECUARIA,PA,2010,227463084.0
AGROPECUARIA,PA,2011,202882394.2
AGROPECUARIA,PA,2012,196853271.3
AGROPECUARIA,PA,2013,234578572.5
AGROPECUARIA,PA,2014,230790911.9
AGROPECUARIA,PA,2015,252084936.1
AGROPECUARIA,PA,2016,305580975.9
AGROPECUARIA,PA,2017,248738329.6
AGROPECUARIA,PA,2018,298574763.0
AGROPECUARIA,PB,2000,3998359.0
AGROPECUARIA,PB,2001,4033581.0
AGROPECUARIA,PB,2002,4177007.2
AGROPECUARIA,PB,2003,4027583.5
AGROPECUARIA,PB,2004,3769731.0
AGROPECUARIA,PB,2005,4754312.4
AGROPECUARIA,PB,2006,5037938.1
AGROPECUARIA,PB,2007,4079466.5
AGROPECUARIA,PB,2008,6324743.6
AGROPECUARIA,PB,2009,4780011.4
AGROPECUARIA,PB,2010,4836879.3
AGROPECUARIA,PB,2011,4890107.1
AGROPECUARIA,PB,2012,3695683.7
AGROPECUARIA,PB,2013,3478206.2
AGROPECUARIA,PB,2014,4222736.6
AGROPECUARIA,PB,2015,3669023.5
AGROPECUARIA,PB,2016,3676873.3
AGROPECUARIA,PB,2017,4806424.9
AGROPECUARIA,PB,2018,4211297.2
AGROPECUARIA,PE,2000,7860385.2
AGROPECUARIA,PE,2001,7617812.0
AGROPECUARIA,PE,2002,7905523.8
AGROPECUARIA,PE,2003,7966915.9
AGROPECUARIA,PE,2004,8305356.0
AGROPECUARIA,PE,2005,8064413.6
AGROPECUARIA,PE,2006,8994022.1
AGROPECUARIA,PE,2007,8277592.6
AGROPECUARIA,PE,2008,8906481.1
AGROPECUARIA,PE,2009,8498544.8
AGROPECUARIA,PE,2010,9145546.5
AGROPECUARIA,PE,2011,9241911.2
AGROPECUARIA,PE,2012,8086030.2
AGROPECUARIA,PE,2013,7055738.7
AGROPECUARIA,PE,2014,7521630.7
AGROPECUARIA,PE,2015,7204302.6
AGROPECUARIA,PE,2016,6911478.6
AGROPECUARIA,PE,2017,6945727.0
AGROPECUARIA,PE,2018,6863842.7
AGROPECUARIA,PI,2000,12848310.9
AGROPECUARIA,PI,2001,12338290.5
AGROPECUARIA,PI,2002,12121250.0
AGROPECUARIA,PI,2003,12912511.6
AGROPECUARIA,PI,2004,16895466.6
AGROPECUARIA,PI,2005,13349689.0
AGROPECUARIA,PI,2006,11455896.3
AGROPECUARIA,PI,2007,10527940.7
AGROPECUARIA,PI,2008,12924713.5
AGROPECUARIA,PI,2009,12852617.0
AGROPECUARIA,PI,2010,13655821.3
AGROPECUARIA,PI,2011,19116281.6
AGROPECUARIA,PI,2012,25144248.9
AGROPECUARIA,PI,2013,20828505.7
AGROPECUARIA,PI,2014,19330438.6
AGROPECUARIA,PI,2015,10107512.5
AGROPECUARIA,PI,2016,9053181.3
AGROPECUARIA,PI,2017,13226153.8
AGROPECUARIA,PI,2018,13594132.0
AGROPECUARIA,PR,2000,52179256.7
AGROPECUARIA,PR,2001,50472624.6
AGROPECUARIA,PR,2002,49996021.7
AGROPECUARIA,PR,2003,59180565.2
AGROPECUARIA,PR,2004,48340259.7
AGROPECUARIA,PR,2005,43986236.3
AGROPECUARIA,PR,2006,42921101.5
AGROPECUARIA,PR,2007,43843770.4
AGROPECUARIA,PR,2008,45704615.3
AGROPECUARIA,PR,2009,40004511.3
AGROPECUARIA,PR,2010,41726132.8
AGROPECUARIA,PR,2011,41347764.0
AGROPECUARIA,PR,2012,41259575.6
AGROPECUARIA,PR,2013,44002900.8
AGROPECUARIA,PR,2014,41869802.7
AGROPECUARIA,PR,2015,41620837.8
AGROPECUARIA,PR,2016,45598950.1
AGROPECUARIA,PR,2017,45692090.6
AGROPECUARIA,PR,2018,39672283.8
AGROPECUARIA,RJ,2000,6975460.1
AGROPECUARIA,RJ,2001,6625454.3
AGROPECUARIA,RJ,2002,6519755.9
AGROPECUARIA,RJ,2003,6676211.8
AGROPECUARIA,RJ,2004,6327143.6
AGROPECUARIA,RJ,2005,6263714.4
AGROPECUARIA,RJ,2006,6095362.8
AGROPECUARIA,RJ,2007,6329742.1
AGROPECUARIA,RJ,2008,6514875.0
AGROPECUARIA,RJ,2009,6018865.2
AGROPECUARIA,RJ,2010,6438125.6
AGROPECUARIA,RJ,2011,6321999.2
AGROPECUARIA,RJ,2012,5986254.0
AGROPECUARIA,RJ,2013,6307540.7
AGROPECUARIA,RJ,2014,6639290.3
AGROPECUARIA,RJ,2015,6473682.8
AGROPECUARIA,RJ,2016,6365409.4
AGROPECUARIA,RJ,2017,6975076.2
AGROPECUARIA,RJ,2018,6363145.2
AGROPECUARIA,RN,2000,4660351.2
AGROPECUARIA,RN,2001,3698738.5
AGROPECUARIA,RN,2002,3803264.7
AGROPECUARIA,RN,2003,3864816.6
AGROPECUARIA,RN,2004,3593454.0
AGROPECUARIA,RN,2005,3956800.6
AGROPECUARIA,RN,2006,4540388.7
AGROPECUARIA,RN,2007,3886218.8
AGROPECUARIA,RN,2008,5634456.8
AGROPECUARIA,RN,2009,4264749.0
AGROPECUARIA,RN,2010,4485748.1
AGROPECUARIA,RN,2011,3715639.5
AGROPECUARIA,RN,2012,3721286.7
AGROPECUARIA,RN,2013,3636133.0
AGROPECUARIA,RN,2014,4072291.2
AGROPECUARIA,RN,2015,3378397.0
AGROPECUARIA,RN,2016,2896112.6
AGROPECUARIA,RN,2017,3775821.4
AGROPECUARIA,RN,2018,3351825.9
AGROPECUARIA,RO,2000,153568062.2
AGROPECUARIA,RO,2001,158045520.8
AGROPECUARIA,RO,2002,201540654.0
AGROPECUARIA,RO,2003,344098949.4
AGROPECUARIA,RO,2004,191152951.7
AGROPECUARIA,RO,2005,220762778.2
AGROPECUARIA,RO,2006,164939450.3
AGROPECUARIA,RO,2007,124987664.0
AGROPECUARIA,RO,2008,86101788.2
AGROPECUARIA,RO,2009,54693104.3
AGROPECUARIA,RO,2010,50091010.2
AGROPECUARIA,RO,2011,85690335.9
AGROPECUARIA,RO,2012,76327396.8
AGROPECUARIA,RO,2013,72064334.9
AGROPECUARIA,RO,2014,93257213.6
AGROPECUARIA,RO,2015,113165518.1
AGROPECUARIA,RO,2016,125986108.7
AGROPECUARIA,RO,2017,119126180.4
AGROPECUARIA,RO,2018,109771366.2
AGROPECUARIA,RR,2000,16224690.4
AGROPECUARIA,RR,2001,17179956.3
AGROPECUARIA,RR,2002,16432690.6
AGROPECUARIA,RR,2003,20759063.2
AGROPECUARIA,RR,2004,16912340.1
AGROPECUARIA,RR,2005,11692449.7
AGROPECUARIA,RR,2006,12876166.5
AGROPECUARIA,RR,2007,14801694.5
AGROPECUARIA,RR,2008,12952464.4
AGROPECUARIA,RR,2009,8703828.9
AGROPECUARIA,RR,2010,8045657.5
AGROPECUARIA,RR,2011,8035687.3
AGROPECUARIA,RR,2012,9756377.0
AGROPECUARIA,RR,2013,13581495.9
AGROPECUARIA,RR,2014,18856148.5
AGROPECUARIA,RR,2015,20873598.7
AGROPECUARIA,RR,2016,30927409.5
AGROPECUARIA,RR,2017,19166321.7
AGROPECUARIA,RR,2018,23623970.1
AGROPECUARIA,RS,2000,55401709.9
AGROPECUARIA,RS,2001,58145595.1
AGROPECUARIA,RS,2002,55625266.3
AGROPECUARIA,RS,2003,62346974.1
AGROPECUARIA,RS,2004,58959861.3
AGROPECUARIA,RS,2005,53573934.8
AGROPECUARIA,RS,2006,55817423.9
AGROPECUARIA,RS,2007,50797863.9
AGROPECUARIA,RS,2008,57845191.9
AGROPECUARIA,RS,2009,55844383.4
AGROPECUARIA,RS,2010,59221352.5
AGROPECUARIA,RS,2011,58885814.4
AGROPECUARIA,RS,2012,57068583.7
AGROPECUARIA,RS,2013,59761049.2
AGROPECUARIA,RS,2014,58547841.6
AGROPECUARIA,RS,2015,56025986.9
AGROPECUARIA,RS,2016,61718204.4
AGROPECUARIA,RS,2017,60229892.2
AGROPECUARIA,RS,2018,52546137.7
AGROPECUARIA,SC,2000,21841031.7
AGROPECUARIA,SC,2001,22548152.5
AGROPECUARIA,SC,2002,24042859.2
AGROPECUARIA,SC,2003,28332328.7
AGROPECUARIA,SC,2004,24979097.7
AGROPECUARIA,SC,2005,22707998.7
AGROPECUARIA,SC,2006,25355546.1
AGROPECUARIA,SC,2007,21875838.6
AGROPECUARIA,SC,2008,23751004.7
AGROPECUARIA,SC,2009,22331894.3
AGROPECUARIA,SC,2010,22084963.2
AGROPECUARIA,SC,2011,20182096.5
AGROPECUARIA,SC,2012,21016288.0
AGROPECUARIA,SC,2013,22834350.1
AGROPECUARIA,SC,2014,23724882.9
AGROPECUARIA,SC,2015,20142415.8
AGROPECUARIA,SC,2016,23310949.7
AGROPECUARIA,SC,2017,24195127.0
AGROPECUARIA,SC,2018,20288720.5
AGROPECUARIA,SE,2000,3658305.5
AGROPECUARIA,SE,2001,3083191.5
AGROPECUARIA,SE,2002,3352321.5
AGROPECUARIA,SE,2003,3026363.3
AGROPECUARIA,SE,2004,3217444.5
AGROPECUARIA,SE,2005,3323675.5
AGROPECUARIA,SE,2006,3385863.6
AGROPECUARIA,SE,2007,3120749.3
AGROPECUARIA,SE,2008,3362119.3
AGROPECUARIA,SE,2009,3240161.5
AGROPECUARIA,SE,2010,3208489.3
AGROPECUARIA,SE,2011,3360356.7
AGROPECUARIA,SE,2012,3398131.0
AGROPECUARIA,SE,2013,3927394.6
AGROPECUARIA,SE,2014,3477100.4
AGROPECUARIA,SE,2015,3449003.8
AGROPECUARIA,SE,2016,3315619.1
AGROPECUARIA,SE,2017,3382774.1
AGROPECUARIA,SE,2018,2888251.9
AGROPECUARIA,SP,2000,50522265.7
AGROPECUARIA,SP,2001,50517071.9
AGROPECUARIA,SP,2002,51017617.2
AGROPECUARIA,SP,2003,54338423.4
AGROPECUARIA,SP,2004,52015043.3
AGROPECUARIA,SP,2005,50703561.2
AGROPECUARIA,SP,2006,50673851.2
AGROPECUARIA,SP,2007,51072040.9
AGROPECUARIA,SP,2008,52545335.9
AGROPECUARIA,SP,2009,49536597.5
AGROPECUARIA,SP,2010,49242939.1
AGROPECUARIA,SP,2011,47849677.1
AGROPECUARIA,SP,2012,49182819.1
AGROPECUARIA,SP,2013,51103808.3
AGROPECUARIA,SP,2014,47385093.5
AGROPECUARIA,SP,2015,44935350.4
AGROPECUARIA,SP,2016,47660034.9
AGROPECUARIA,SP,2017,47775603.1
AGROPECUARIA,SP,2018,42126070.4
AGROPECUARIA,TO,2000,47439743.3
AGROPECUARIA,TO,2001,48620559.0
AGROPECUARIA,TO,2002,46764730.6
AGROPECUARIA,TO,2003,51878385.3
AGROPECUARIA,TO,2004,48183582.3
AGROPECUARIA,TO,2005,46183163.4
AGROPECUARIA,TO,2006,42042723.4
AGROPECUARIA,TO,2007,35470886.9
AGROPECUARIA,TO,2008,37702160.8
AGROPECUARIA,TO,2009,34784626.3
AGROPECUARIA,TO,2010,34593935.1
AGROPECUARIA,TO,2011,35966454.9
AGROPECUARIA,TO,2012,41720308.6
AGROPECUARIA,TO,2013,51922360.4
AGROPECUARIA,TO,2014,49356217.2
AGROPECUARIA,TO,2015,48006280.9
AGROPECUARIA,TO,2016,43998621.9
AGROPECUARIA,TO,2017,45163851.6
AGROPECUARIA,TO,2018,46612478.1
