uf,setor_bndes,porte_do_cliente,ano,mean_valor_contratado_reais,mean_valor_desembolsado_reais,mean_juros,mean_prazo_carencia_meses,mean_prazo_amortizacao_meses,mean_num_empregados,mean_emissao_co2,mean_pib
GO,INDUSTRIA,GRANDE,2017,10000000.0,10010457.8,4.6,18.0,42.0,98006.0,535102.8,22690724.7
GO,INDUSTRIA,GRANDE,2018,13548375.0,11556628.1,3.4,27.8,101.2,95267.0,617845.7,
GO,INDUSTRIA,GRANDE,2020,71383714.3,0.0,3.2,37.7,149.1,,,
GO,INDUSTRIA,MÉDIA,2011,5521000.0,5121000.0,2.2,30.0,60.0,,501258.5,26143697.5
GO,INFRAESTRUTURA,GRANDE,2002,56256003.0,55827264.1,2.2,14.2,67.9,,,
GO,INFRAESTRUTURA,GRANDE,2003,36721214.6,37113264.1,3.8,18.4,108.9,,,
GO,INFRAESTRUTURA,GRANDE,2004,8850175.0,8887272.4,4.0,21.0,125.5,,,
GO,INFRAESTRUTURA,GRANDE,2005,39127350.0,39681310.9,3.5,19.0,144.0,,,
GO,INFRAESTRUTURA,GRANDE,2006,37368043.1,37194958.5,3.7,23.8,119.9,,,
GO,INFRAESTRUTURA,GRANDE,2007,58153000.0,56990875.5,2.5,23.0,126.2,,,
GO,INFRAESTRUTURA,GRANDE,2008,155559625.0,147508090.7,2.1,22.6,176.9,,,
GO,INFRAESTRUTURA,GRANDE,2009,141478080.0,141119149.4,2.3,11.4,155.0,,,
GO,INFRAESTRUTURA,GRANDE,2010,38374551.5,35468750.0,2.6,4.0,121.2,,,
GO,INFRAESTRUTURA,GRANDE,2011,4171176.5,3082506.3,2.3,23.8,119.9,,,
GO,INFRAESTRUTURA,GRANDE,2012,24583333.3,24583333.3,2.4,6.7,184.0,,,
GO,INFRAESTRUTURA,GRANDE,2013,8088000.0,7970000.0,2.8,2.0,139.0,,,
GO,INFRAESTRUTURA,GRANDE,2014,10347250.0,9517770.8,4.1,20.5,123.0,,,
GO,INFRAESTRUTURA,GRANDE,2015,24739000.0,24789683.3,3.4,27.0,240.0,,,
GO,INFRAESTRUTURA,GRANDE,2016,33283250.0,33302942.0,2.2,16.0,198.0,,,
GO,INFRAESTRUTURA,GRANDE,2018,6892533.3,3302085.2,1.3,34.0,12.0,,,
GO,INFRAESTRUTURA,GRANDE,2021,6671293.5,0.0,2.4,36.0,132.0,,,
GO,INFRAESTRUTURA,MÉDIA,2002,11100121.4,11383688.7,4.0,17.0,116.0,,,
GO,INFRAESTRUTURA,MÉDIA,2004,174798.8,195591.5,1.0,3.0,24.0,,,
GO,INFRAESTRUTURA,MÉDIA,2006,7000000.0,7028437.8,2.8,30.0,78.0,,,
GO,INFRAESTRUTURA,MÉDIA,2007,78993000.0,79085017.2,2.2,24.0,156.0,,,
GO,INFRAESTRUTURA,MÉDIA,2008,100815000.0,100967335.6,2.4,33.0,192.0,,,
IE,AGROPECUARIA,GRANDE,2003,38507919.1,38654367.8,4.0,12.0,54.0,,,
IE,AGROPECUARIA,GRANDE,2004,12668000.0,12668000.0,3.0,18.0,102.0,,,
IE,AGROPECUARIA,GRANDE,2005,6018000.0,5368341.9,5.5,18.0,66.0,,,
IE,AGROPECUARIA,GRANDE,2007,8249667.8,8155949.5,2.8,74.4,33.6,,,
IE,AGROPECUARIA,GRANDE,2008,114443333.3,118893433.8,2.2,22.0,50.0,,,
IE,AGROPECUARIA,GRANDE,2010,31225510.9,29268490.1,2.6,93.6,19.2,,,
IE,AGROPECUARIA,GRANDE,2011,19695333.3,10558055.4,2.6,84.0,24.0,,,
IE,AGROPECUARIA,GRANDE,2012,18373780.9,14911301.2,2.4,49.4,46.6,,,
IE,AGROPECUARIA,GRANDE,2013,58978529.4,48367203.0,2.1,60.2,33.2,,,
IE,AGROPECUARIA,GRANDE,2014,15670000.0,15670000.0,4.8,24.0,96.0,,,
IE,AGROPECUARIA,GRANDE,2015,32582142.9,20217476.8,2.0,82.3,25.7,,,
IE,AGROPECUARIA,GRANDE,2016,17005500.0,14520000.0,8.8,18.0,84.0,,,
IE,AGROPECUARIA,GRANDE,2017,9119692.4,9064947.9,6.3,25.7,60.0,,,
IE,AGROPECUARIA,GRANDE,2018,15255250.0,14892731.0,7.4,19.5,106.5,,,
IE,AGROPECUARIA,GRANDE,2019,9074370.0,7346968.9,7.0,24.0,96.0,,,
IE,AGROPECUARIA,GRANDE,2020,8977000.0,2612000.0,2.2,18.0,66.0,,,
IE,AGROPECUARIA,GRANDE,2021,9172720.0,0.0,2.0,24.0,96.0,,,
IE,AGROPECUARIA,MICRO,2002,7009254.3,6532463.9,3.5,10.0,60.0,,,
IE,AGROPECUARIA,MICRO,2003,5622215.5,5646403.6,3.5,6.0,56.0,,,
IE,AGROPECUARIA,MICRO,2010,11235000.0,11209529.4,0.0,0.0,0.0,,,
IE,AGROPECUARIA,MICRO,2013,45000000.0,45000000.0,0.0,0.0,0.0,,,
IE,AGROPECUARIA,MICRO,2014,713221.0,713271.1,0.0,0.0,0.0,,,
IE,AGROPECUARIA,MICRO,2017,9075000.0,9029308.9,0.0,0.0,0.0,,,
IE,AGROPECUARIA,MÉDIA,2011,1705000.0,1705013.0,0.0,0.0,0.0,,,
IE,AGROPECUARIA,MÉDIA,2017,17369442.4,17036624.4,0.0,0.0,0.0,,,
IE,AGROPECUARIA,MÉDIA,2018,17547560.0,8267446.9,0.0,0.0,0.0,,,
IE,AGROPECUARIA,PEQUENA,2015,46800000.0,46800000.0,0.0,0.0,0.0,,,
IE,INDUSTRIA,GRANDE,2002,21024827.7,23989162.8,2.8,14.0,56.0,,,
IE,INDUSTRIA,GRANDE,2003,18541965.1,18953892.2,5.0,24.0,54.0,,,
IE,INDUSTRIA,GRANDE,2004,21867898.1,22280473.0,4.0,17.4,62.7,,,
IE,INDUSTRIA,GRANDE,2005,85388262.4,85864712.4,3.4,29.0,53.0,,,
IE,INDUSTRIA,GRANDE,2006,39212603.0,38240359.1,2.4,25.8,58.8,,,
IE,INDUSTRIA,GRANDE,2007,26265192.6,26270530.0,2.6,14.5,66.6,,,
IE,INDUSTRIA,GRANDE,2008,80195646.8,68201518.6,2.6,18.5,64.6,,,
IE,INDUSTRIA,GRANDE,2009,102401621.7,99396247.0,3.2,29.1,53.0,,,
IE,INDUSTRIA,GRANDE,2010,41779857.4,31922762.3,3.1,26.7,65.8,,,
IE,INDUSTRIA,GRANDE,2011,31368453.3,30120444.2,2.8,19.3,56.0,,,
IE,INDUSTRIA,GRANDE,2012,28782964.8,22748938.3,2.4,19.4,56.1,,,
IE,INDUSTRIA,GRANDE,2013,52503946.8,47313862.9,2.4,21.9,59.8,,,
IE,INDUSTRIA,GRANDE,2014,36659177.3,33287622.5,3.1,19.1,60.3,,,
IE,INDUSTRIA,GRANDE,2015,26998907.1,23003301.5,3.0,15.8,57.4,,,
IE,INDUSTRIA,GRANDE,2016,16125318.2,11696471.3,2.2,18.3,60.3,,,
IE,INDUSTRIA,GRANDE,2017,48204901.9,28719032.1,3.7,35.0,54.0,,,
IE,INDUSTRIA,GRANDE,2018,42159814.3,38079736.3,2.8,16.8,72.6,,,
IE,INDUSTRIA,GRANDE,2019,163145800.0,98248400.0,1.7,45.6,86.4,,,
IE,INDUSTRIA,GRANDE,2020,175270500.0,0.0,2.0,114.0,96.0,,,
IE,INDUSTRIA,GRANDE,2021,103848466.7,0.0,1.8,24.0,116.0,,,
IE,INDUSTRIA,MICRO,2010,5000000.0,944959.2,0.0,0.0,0.0,,,
IE,INDUSTRIA,MICRO,2012,11500000.0,6849854.0,0.0,0.0,0.0,,,
IE,INDUSTRIA,MICRO,2013,10400000.0,2123755.5,0.0,0.0,0.0,,,
IE,INDUSTRIA,MICRO,2015,2498471.7,2214716.8,0.0,0.0,0.0,,,
IE,INDUSTRIA,MÉDIA,2010,4700000.0,2898290.0,4.5,18.0,78.0,,,
IE,INDUSTRIA,MÉDIA,2013,2189000.0,2189011.3,2.1,24.0,72.0,,,
IE,INDUSTRIA,MÉDIA,2016,3740606.8,2097247.7,0.0,0.0,0.0,,,
IE,INDUSTRIA,MÉDIA,2020,2949500.0,1054750.0,4.2,19.5,79.5,,,
IE,INDUSTRIA,PEQUENA,2012,5000000.0,3482486.2,0.0,0.0,0.0,,,
IE,INDUSTRIA,PEQUENA,2016,18517000.0,5350406.6,0.0,0.0,0.0,,,
IE,INFRAESTRUTURA,GRANDE,2002,3155133.3,2548841.6,4.0,12.0,60.0,,,
IE,INFRAESTRUTURA,GRANDE,2003,33335000.0,34712114.4,1.5,60.0,132.0,,,
IE,INFRAESTRUTURA,GRANDE,2005,90179750.0,92027662.5,2.8,18.0,82.5,,,
IE,INFRAESTRUTURA,GRANDE,2006,147829719.9,144642437.8,3.5,6.6,123.2,,,
IE,INFRAESTRUTURA,GRANDE,2007,139792232.4,137885203.0,3.0,19.1,115.3,,,
IE,INFRAESTRUTURA,GRANDE,2008,129812844.4,129959954.6,4.1,20.3,124.0,,,
IE,INFRAESTRUTURA,GRANDE,2009,253465470.3,252792691.5,2.7,39.1,106.6,,,
IE,INFRAESTRUTURA,GRANDE,2010,104462049.4,103169362.4,2.8,14.5,74.0,,,
IE,INFRAESTRUTURA,GRANDE,2011,294644846.2,250873652.1,2.5,37.2,70.4,,,
IE,INFRAESTRUTURA,GRANDE,2012,167344108.7,151241634.1,1.9,23.5,124.0,,,
IE,INFRAESTRUTURA,GRANDE,2013,149442647.2,112817055.2,1.8,19.9,89.0,,,
IE,INFRAESTRUTURA,GRANDE,2014,112858125.0,98473644.7,2.5,15.1,101.4,,,
IE,INFRAESTRUTURA,GRANDE,2015,61791436.9,61544189.5,2.9,9.4,131.8,,,
IE,INFRAESTRUTURA,GRANDE,2016,98299432.0,72716590.5,3.0,27.4,123.8,,,
IE,INFRAESTRUTURA,GRANDE,2017,98185232.9,85397653.8,3.1,21.3,120.8,,,
IE,INFRAESTRUTURA,GRANDE,2018,517258834.0,378382571.4,2.4,25.4,156.0,,,
IE,INFRAESTRUTURA,GRANDE,2019,340320000.0,285176985.0,2.0,32.8,252.8,,,
IE,INFRAESTRUTURA,GRANDE,2020,164439000.0,91600000.0,2.3,18.2,263.7,,,
IE,INFRAESTRUTURA,GRANDE,2021,10000000.0,0.0,5.8,0.0,42.0,,,
IE,INFRAESTRUTURA,MICRO,2006,2133282.9,2155043.2,0.0,0.0,0.0,,,
IE,INFRAESTRUTURA,MICRO,2013,10200000.0,10200000.0,0.0,0.0,0.0,,,
IE,INFRAESTRUTURA,MÉDIA,2008,49478720.0,49526364.4,2.4,16.8,162.2,,,
IE,INFRAESTRUTURA,MÉDIA,2016,10000000.0,10119987.6,3.5,24.0,60.0,,,
IE,INFRAESTRUTURA,MÉDIA,2018,343832000.0,344309955.6,2.2,7.5,168.0,,,
IE,INFRAESTRUTURA,MÉDIA,2019,26250000.0,26250000.0,3.2,24.0,60.0,,,
IE,INFRAESTRUTURA,PEQUENA,2017,100000000.0,100000000.0,0.0,0.0,0.0,,,
MA,AGROPECUARIA,MICRO,2006,486182.0,171076.8,0.0,0.0,0.0,6643.0,15000886.3,3646727.4
MA,INDUSTRIA,GRANDE,2003,4690882.2,4612351.4,3.6,6.0,72.0,5203.0,855238.3,5981413.6
MA,INDUSTRIA,GRANDE,2008,306116194.6,307843799.8,2.0,21.0,63.0,10602.0,1033065.1,7089511.8
MA,INDUSTRIA,GRANDE,2009,40000000.0,28313700.3,2.6,14.2,66.0,7904.0,899179.1,6596116.5
MA,INDUSTRIA,GRANDE,2010,190810650.0,167571254.2,3.1,33.6,88.8,11178.0,893052.4,6883369.4
MA,INDUSTRIA,GRANDE,2011,19064913.2,18757036.8,3.0,25.3,62.7,12243.0,913192.8,7666282.3
MA,INDUSTRIA,GRANDE,2012,530628492.1,653066463.3,5.0,24.0,96.0,9997.0,1015856.4,8914056.2
MA,INDUSTRIA,MICRO,2008,896560.0,875884.8,0.0,0.0,0.0,8542.0,1033065.1,7089511.8
MA,INFRAESTRUTURA,GRANDE,2002,21843917.6,21843917.6,1.0,0.0,39.0,,,
MA,INFRAESTRUTURA,GRANDE,2003,6754045.2,7330548.7,1.0,8.0,24.0,,,
MA,INFRAESTRUTURA,GRANDE,2004,15494787.8,3249403.2,0.0,0.0,0.0,,,
MA,INFRAESTRUTURA,GRANDE,2007,28481200.0,28494550.5,4.8,13.0,44.0,,,
MA,INFRAESTRUTURA,GRANDE,2008,58715305.4,58778002.5,2.6,16.5,55.5,,,
MA,INFRAESTRUTURA,GRANDE,2009,55279308.1,54952637.9,4.0,10.2,103.8,,,
MA,INFRAESTRUTURA,GRANDE,2010,42000906.7,41589240.0,2.8,17.0,92.0,,,
MA,INFRAESTRUTURA,GRANDE,2011,84717633.1,82176753.1,3.1,6.7,43.3,,,
MA,INFRAESTRUTURA,GRANDE,2012,86641799.7,72163814.9,2.4,15.9,108.5,,,
MA,INFRAESTRUTURA,GRANDE,2013,36851812.5,36833543.0,2.2,14.7,98.4,,,
MA,INFRAESTRUTURA,GRANDE,2014,301410360.3,236859322.8,2.4,35.4,80.6,,,
MA,INFRAESTRUTURA,GRANDE,2015,128300000.0,112645266.8,5.9,14.0,129.0,,,
MA,INFRAESTRUTURA,GRANDE,2017,40874615.4,36415596.8,2.4,11.5,189.8,,,
MA,INFRAESTRUTURA,GRANDE,2018,1219310000.0,643000000.0,1.9,23.0,113.0,,,
MA,INFRAESTRUTURA,GRANDE,2020,375424404.0,0.0,2.2,70.5,37.0,,,
MA,INFRAESTRUTURA,MÉDIA,2013,15760000.0,15198583.6,2.0,12.0,96.0,,,
MA,INFRAESTRUTURA,MÉDIA,2015,4000000.0,3646966.5,1.4,1.8,72.6,,,
MG,AGROPECUARIA,GRANDE,2008,7268000.0,6851143.0,2.1,84.0,24.0,7506.0,55056904.9,16741022.9
MG,AGROPECUARIA,GRANDE,2010,16004205.0,11689252.8,2.5,68.0,32.0,10316.0,57300773.9,17085912.9
MG,AGROPECUARIA,GRANDE,2012,25056000.0,25056000.0,3.0,18.0,54.0,10007.0,60054403.4,21858451.0
MG,AGROPECUARIA,GRANDE,2013,9414391.7,8879224.7,2.2,52.4,41.2,19333.0,60682668.3,19144344.6
MG,AGROPECUARIA,GRANDE,2014,7679000.0,8587487.2,4.1,32.0,64.0,17007.0,59188882.4,18874387.1
MG,AGROPECUARIA,GRANDE,2015,10215500.0,6970481.7,2.8,82.5,24.0,20219.0,59355003.8,16759850.6
MG,AGROPECUARIA,GRANDE,2016,19478000.0,11799167.3,2.6,84.0,24.0,17370.0,60235239.1,21071580.2
MG,AGROPECUARIA,GRANDE,2017,7177466.7,7215121.8,4.0,18.0,70.0,13810.0,55569809.2,17574856.2
MG,AGROPECUARIA,GRANDE,2019,12742000.0,12742000.0,2.3,18.0,66.0,10828.0,,
MG,AGROPECUARIA,GRANDE,2020,15851000.0,0.0,2.1,24.0,96.0,,,
MG,AGROPECUARIA,MÉDIA,2020,8310702.5,8310702.5,3.2,36.0,156.0,,,
MG,AGROPECUARIA,MÉDIA,2021,1433352.3,0.0,3.3,36.0,156.0,,,
MG,INDUSTRIA,GRANDE,2002,13832338.9,15386489.4,4.6,17.1,51.6,134308.0,17977748.2,57545157.6
MG,INDUSTRIA,GRANDE,2003,4944198.3,4978761.3,4.4,13.0,78.0,136614.0,18140412.1,61973851.9
MG,INDUSTRIA,GRANDE,2004,20574682.7,14383133.9,3.8,13.5,61.1,180101.0,19416833.1,74698031.9
MG,INDUSTRIA,GRANDE,2005,21247192.9,21342322.8,4.4,19.1,37.3,193889.0,21337393.5,74847851.6
MG,INDUSTRIA,GRANDE,2006,33698196.9,33455421.5,2.4,19.6,60.9,214258.0,21362974.2,75592049.7
MG,INDUSTRIA,GRANDE,2007,42058054.0,40657709.3,2.9,23.4,67.5,248177.0,23118828.0,81393538.7
MG,INDUSTRIA,GRANDE,2008,26386438.9,26716588.6,3.3,21.4,72.6,255882.0,24531690.7,88868976.2
MG,INDUSTRIA,GRANDE,2009,23844339.9,20801706.8,3.6,22.3,64.8,260208.0,18920287.5,81142352.1
MG,INDUSTRIA,GRANDE,2010,16783707.0,16352402.1,3.6,19.6,65.9,290782.0,24684324.2,101270554.4
MG,INDUSTRIA,GRANDE,2011,46054733.6,40194370.1,3.1,23.2,70.1,309212.0,24457831.8,107045162.5
MG,INDUSTRIA,GRANDE,2012,78098449.2,62486948.7,2.7,19.5,70.2,321743.0,24644081.8,102743416.6
MG,INDUSTRIA,GRANDE,2013,23926149.6,16525134.6,2.4,23.2,57.7,323691.0,24238977.2,104353888.2
MG,INDUSTRIA,GRANDE,2014,27577882.1,22333613.8,3.2,19.9,65.1,312289.0,23500456.1,96560413.5
MG,INDUSTRIA,GRANDE,2015,9764978.9,6837669.6,3.7,20.8,50.5,282860.0,23138274.7,81815441.9
MG,INDUSTRIA,GRANDE,2016,53293775.6,38051649.8,2.5,28.0,53.4,267225.0,23518279.3,75131251.5
MG,INDUSTRIA,GRANDE,2017,30098000.0,24602027.8,2.8,28.8,58.9,272288.0,24495592.1,78581752.7
MG,INDUSTRIA,GRANDE,2018,15186253.5,14154022.8,2.2,5.2,107.3,272936.0,25207248.5,
MG,INDUSTRIA,GRANDE,2019,33744319.6,23648062.5,2.5,24.9,97.7,278360.0,,
MG,INDUSTRIA,GRANDE,2020,20731952.8,8782004.0,2.5,20.5,84.4,,,
MG,INDUSTRIA,GRANDE,2021,5357081.7,0.0,2.3,32.3,123.7,,,
MG,INDUSTRIA,MICRO,2006,390000.0,392476.4,1.0,24.0,96.0,159955.0,21362974.2,75592049.7
MG,INDUSTRIA,MICRO,2009,1439519.0,1197608.7,0.0,0.0,0.0,174336.0,18920287.5,81142352.1
MG,INDUSTRIA,MICRO,2013,15500000.0,15500000.0,3.5,22.5,96.0,185177.0,24238977.2,104353888.2
MG,INDUSTRIA,MICRO,2015,9103500.0,8192195.7,0.0,0.0,0.0,184340.0,23138274.7,81815441.9
MG,INDUSTRIA,MÉDIA,2006,1000000.0,1005471.6,9.0,12.0,12.0,,21362974.2,75592049.7
MG,INDUSTRIA,MÉDIA,2009,3015000.0,3015965.6,1.2,24.0,60.0,,18920287.5,81142352.1
MG,INDUSTRIA,MÉDIA,2010,4824800.0,4670023.0,2.2,18.0,56.0,,24684324.2,101270554.4
MG,INDUSTRIA,MÉDIA,2011,5672928.0,5239000.0,0.0,0.0,0.0,,24457831.8,107045162.5
MG,INDUSTRIA,MÉDIA,2012,3116333.3,2768266.7,3.5,18.0,50.0,,24644081.8,102743416.6
MG,INDUSTRIA,MÉDIA,2013,3900000.0,3372000.0,1.8,27.0,48.0,,24238977.2,104353888.2
MG,INDUSTRIA,MÉDIA,2014,2000000.0,2000000.0,4.0,30.0,36.0,,23500456.1,96560413.5
MG,INDUSTRIA,MÉDIA,2016,5886000.0,5400000.0,2.0,24.0,60.0,,23518279.3,75131251.5
MG,INDUSTRIA,MÉDIA,2017,10000000.0,10036741.8,4.3,18.0,18.0,,24495592.1,78581752.7
MG,INDUSTRIA,MÉDIA,2018,13099400.0,13110844.8,3.4,26.4,74.4,,25207248.5,
MG,INDUSTRIA,MÉDIA,2020,10000000.0,10000000.0,3.8,12.0,48.0,,,
MG,INDUSTRIA,MÉDIA,2021,10205000.0,0.0,3.3,36.0,156.0,,,
MG,INDUSTRIA,PEQUENA,2008,984678.0,937837.8,0.0,0.0,0.0,209334.0,24531690.7,88868976.2
MG,INDUSTRIA,PEQUENA,2014,310000.0,310000.0,4.0,36.0,60.0,226138.0,23500456.1,96560413.5
MG,INFRAESTRUTURA,GRANDE,2002,18950279.3,19640612.6,4.1,22.4,96.6,,,
MG,INFRAESTRUTURA,GRANDE,2003,87387156.9,87576754.9,3.4,4.4,106.1,,,
MG,INFRAESTRUTURA,GRANDE,2004,24131098.5,16146704.8,3.4,27.2,102.7,,,
MG,INFRAESTRUTURA,GRANDE,2005,27754900.0,28578395.8,2.9,36.0,72.0,,,
MG,INFRAESTRUTURA,GRANDE,2006,16262541.3,14984098.1,4.1,15.5,97.1,,,
MG,INFRAESTRUTURA,GRANDE,2007,56850813.7,33926707.7,2.4,28.3,94.5,,,
MG,INFRAESTRUTURA,GRANDE,2008,64472987.8,63645488.5,2.0,26.7,160.2,,,
MG,INFRAESTRUTURA,GRANDE,2009,56429071.8,43328830.9,2.8,18.7,89.1,,,
MG,INFRAESTRUTURA,GRANDE,2010,56208038.2,18171561.0,2.8,16.7,88.8,,,
MG,INFRAESTRUTURA,GRANDE,2011,63223584.9,63014588.9,2.7,20.4,135.9,,,
MG,INFRAESTRUTURA,GRANDE,2012,31402471.4,18411659.6,2.7,12.2,121.2,,,
MG,INFRAESTRUTURA,GRANDE,2013,39450062.9,5920710.2,2.5,23.5,87.4,,,
MG,INFRAESTRUTURA,GRANDE,2014,44026588.5,37392916.5,1.7,12.4,116.8,,,
MG,INFRAESTRUTURA,GRANDE,2015,31393667.8,23527333.6,2.6,24.7,157.0,,,
MG,INFRAESTRUTURA,GRANDE,2016,20046063.7,9244381.8,3.3,22.7,94.7,,,
MG,INFRAESTRUTURA,GRANDE,2017,49352564.9,35387214.4,3.2,9.3,172.6,,,
MG,INFRAESTRUTURA,GRANDE,2018,67046006.0,61747766.0,2.3,6.6,198.7,,,
MG,INFRAESTRUTURA,GRANDE,2019,242671166.7,127345104.2,2.5,26.1,242.2,,,
MG,INFRAESTRUTURA,GRANDE,2020,48567833.3,710000.0,2.9,16.5,115.3,,,
MG,INFRAESTRUTURA,GRANDE,2021,50046666.7,0.0,2.7,19.3,154.7,,,
MG,INFRAESTRUTURA,MICRO,2007,825901.2,807420.8,0.2,2.4,16.8,,,
MG,INFRAESTRUTURA,MÉDIA,2002,106369000.0,114195499.9,5.0,15.0,144.0,,,
MG,INFRAESTRUTURA,MÉDIA,2005,1425900.0,1450364.1,2.2,30.0,60.0,,,
MG,INFRAESTRUTURA,MÉDIA,2006,6615792.7,6570426.0,4.6,3.1,132.0,,,
MG,INFRAESTRUTURA,MÉDIA,2009,32964500.0,32964500.0,1.7,9.0,156.0,,,
MG,INFRAESTRUTURA,MÉDIA,2011,12814902.2,8095796.6,1.9,24.0,96.0,,,
MG,INFRAESTRUTURA,MÉDIA,2014,30665000.0,30665000.0,2.4,16.0,1.0,,,
MG,INFRAESTRUTURA,MÉDIA,2015,15996000.0,16014662.9,2.0,24.0,240.0,,,
MG,INFRAESTRUTURA,MÉDIA,2017,6000000.0,6003191.4,3.4,12.0,48.0,,,
MG,INFRAESTRUTURA,MÉDIA,2019,23453500.0,23453500.0,3.4,24.0,192.0,,,
MG,INFRAESTRUTURA,MÉDIA,2020,5790000.0,4632000.0,2.4,12.0,72.0,,,
MG,INFRAESTRUTURA,PEQUENA,2005,537798.1,542779.9,2.2,12.0,60.0,,,
MS,AGROPECUARIA,GRANDE,2006,3449018.9,3455236.5,2.3,18.0,60.0,5087.0,50403501.8,4869442.2
MS,AGROPECUARIA,GRANDE,2008,1434500.0,1456600.2,1.7,9.0,75.0,5419.0,47875104.1,6918958.2
MS,AGROPECUARIA,GRANDE,2011,6606625.0,6470965.8,3.2,84.0,24.0,7657.0,46814045.0,7824348.3
MS,AGROPECUARIA,GRANDE,2012,25000000.0,25000000.0,2.8,18.0,54.0,5979.0,47405602.1,8272513.6
MS,AGROPECUARIA,GRANDE,2014,25377324.0,25377838.8,2.7,18.0,54.0,8002.0,47341999.3,8996205.3
MS,AGROPECUARIA,GRANDE,2015,10000000.0,10000000.0,2.7,18.0,54.0,7170.0,48543624.8,9357402.4
MS,AGROPECUARIA,GRANDE,2016,73596000.0,37208880.0,2.7,60.0,37.2,7676.0,49793055.3,10099994.6
MS,AGROPECUARIA,GRANDE,2017,23534990.3,23539431.8,6.1,20.0,60.0,5167.0,49679657.8,9303890.1
MS,AGROPECUARIA,MICRO,2014,2092000.0,2092000.0,3.6,18.0,78.0,47123.0,47341999.3,8996205.3
MS,AGROPECUARIA,MÉDIA,2002,1022431.4,1050200.2,2.8,36.0,84.0,,49460281.5,7037216.0
MS,AGROPECUARIA,MÉDIA,2020,3600720.0,575520.0,3.0,21.6,84.0,,,
MS,INDUSTRIA,GRANDE,2002,1309729.5,1047988.9,3.8,13.0,58.0,13063.0,261618.1,4586574.6
MS,INDUSTRIA,GRANDE,2006,3314334.2,3343447.0,2.6,18.0,54.0,15475.0,267592.6,5936794.7
MS,INDUSTRIA,GRANDE,2007,43717718.3,44396902.3,2.5,18.8,76.8,23974.0,298218.1,5405654.8
MS,INDUSTRIA,GRANDE,2008,20877488.4,20815879.1,3.4,23.8,93.4,25172.0,343496.0,6173033.1
MS,INDUSTRIA,GRANDE,2009,27652166.5,26887185.1,3.8,28.8,87.0,32718.0,347019.6,6736255.1
MS,INDUSTRIA,GRANDE,2010,19053540.8,12314232.0,4.3,19.6,105.3,34435.0,348641.7,9380763.0
MS,INDUSTRIA,GRANDE,2011,159924848.6,166445418.1,2.5,32.2,90.4,37000.0,380350.9,10105946.8
MS,INDUSTRIA,GRANDE,2012,141618305.8,123903314.4,2.8,27.4,95.1,44506.0,403047.8,10535262.0
MS,INDUSTRIA,GRANDE,2013,37343892.2,17973265.2,2.9,20.4,94.5,47199.0,375346.6,10767659.2
MS,INDUSTRIA,GRANDE,2014,62559362.7,38259614.7,4.1,13.5,29.3,50823.0,339578.8,11227592.6
